Race - Ethnicity,Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism - Return to Prison
White - Non-Hispanic,2013,M,66.87,C Felony,Assault,Discharged - Expiration of Sentence,N/A,No
White - Non-Hispanic,2013,M,66.87,D Felony,OWI,Parole Granted,8JD,No
White - Non-Hispanic,2013,M,66.87,B Felony,Sex,Discharged - Expiration of Sentence,N/A,No
White - Non-Hispanic,2013,F,66.87,D Felony,OWI,Parole Granted,N/A,No
White - Non-Hispanic,2013,M,66.87,C Felony,Assault,Parole Granted,3JD,No
White - Non-Hispanic,2013,M,66.87,C Felony,Murder/Manslaughter,Parole Granted,5JD,No
White - Non-Hispanic,2013,M,66.87,Aggravated Misdemeanor,Sex,Released to Special Sentence,2JD,No
White - Non-Hispanic,2013,M,66.87,C Felony,Theft,Parole Granted,N/A,No
White - Non-Hispanic,2013,F,66.87,D Felony,Theft,Parole Granted,1JD,No
White - Non-Hispanic,2013,M,66.87,C Felony,Trafficking,Parole Granted,5JD,No
White - Non-Hispanic,2013,M,66.87,C Felony,Sex,Released to Special Sentence,8JD,No
White - Non-Hispanic,2013,M,66.87,D Felony,OWI,Discharged - Expiration of Sentence,N/A,No
White - Non-Hispanic,2013,M,66.87,C Felony,Theft,Parole Granted,5JD,No
White - Non-Hispanic,2013,M,66.87,D Felony,Murder/Manslaughter,Parole Granted,1JD,No
Black - Non-Hispanic,2013,M,66.87,B Felony,Murder/Manslaughter,Parole Granted,2JD,No
White - Non-Hispanic,2013,M,66.87,Aggravated Misdemeanor,Sex,Released to Special Sentence,4JD,No
White - Non-Hispanic,2014,M,49.5,C Felony,Sex,Parole,5JD,No
White - Non-Hispanic,2014,M,66.87,D Felony,OWI,Parole,2JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Theft,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Alcohol,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Robbery,N/A,N/A,No
Black - Non-Hispanic,2014,M,49.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Assault,Parole,1JD,No
White - Non-Hispanic,2014,M,66.87,C Felony,Trafficking,Parole,8JD,No
White - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Theft,N/A,N/A,No
White - Non-Hispanic,2014,F,49.5,Aggravated Misdemeanor,Alcohol,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
Black - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,Yes
White - Non-Hispanic,2014,M,66.87,B Felony,Other Violent,Parole,5JD,No
White - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Alcohol,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,8JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Trafficking,N/A,N/A,No
White - Non-Hispanic,2014,M,66.87,D Felony,Drug Possession,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,Serious Misdemeanor,Sex,N/A,N/A,Yes
White - Hispanic,2014,M,49.5,D Felony,Other Public Order,N/A,N/A,Yes
White - Non-Hispanic,2014,M,66.87,B Felony,Other Criminal,Parole,4JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,8JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Theft,N/A,N/A,Yes
White - Non-Hispanic,2014,F,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Forgery/Fraud,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Burglary,Parole,2JD,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Burglary,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,N/A,N/A,No
Black - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,OWI,Parole,7JD,No
Black - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,OWI,Parole,1JD,No
White - Non-Hispanic,2014,M,66.87,Felony - Enhancement to Original Penalty,Trafficking,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,OWI,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Assault,Parole,1JD,Yes
White - Non-Hispanic,2014,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,No
Black - Non-Hispanic,2014,M,49.5,B Felony,Murder/Manslaughter,Parole,1JD,No
Black - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Weapons,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,7JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Other Criminal,N/A,N/A,No
White - Non-Hispanic,2014,F,49.5,D Felony,Burglary,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,N/A,N/A,No
Black - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,N/A,N/A,No
White - Non-Hispanic,2014,F,49.5,C Felony,Drug Possession,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Vandalism,Parole,1JD,No
White - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Alcohol,N/A,N/A,No
Black - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Drug Possession,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Assault,Parole,1JD,No
White - Non-Hispanic,2014,F,49.5,Aggravated Misdemeanor,Drug Possession,N/A,N/A,No
White - Non-Hispanic,2014,F,49.5,C Felony,Trafficking,Parole,5JD,Yes
Black - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Drug Possession,N/A,N/A,No
White - Non-Hispanic,2014,M,66.87,B Felony,Sex,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,B Felony,Trafficking,Parole,2JD,No
White - Non-Hispanic,2014,M,49.5,B Felony,Other Criminal,Parole,4JD,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Alcohol,N/A,N/A,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,6JD,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,8JD,No
Black - Non-Hispanic,2014,M,49.5,D Felony,Other Public Order,N/A,N/A,Yes
White - Non-Hispanic,2014,F,49.5,D Felony,Drug Possession,Parole,5JD,No
White - Non-Hispanic,2014,F,49.5,D Felony,Theft,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Theft,N/A,N/A,No
Black - Non-Hispanic,2014,F,66.87,C Felony,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,OWI,Parole,6JD,Yes
White - Non-Hispanic,2014,M,39.5,D Felony,OWI,Parole,6JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Sex,N/A,N/A,Yes
White - Non-Hispanic,2014,M,66.87,D Felony,Burglary,Parole,5JD,No
Black - Non-Hispanic,2014,M,39.5,C Felony,Arson,N/A,N/A,No
Black - Non-Hispanic,2014,M,49.5,C Felony,Burglary,Parole,5JD,Yes
Black - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,5JD,Yes
American Indian or Alaska Native - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,Parole,3JD,Yes
Black - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Traffic,Parole,8JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Theft,Parole,8JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Assault,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Theft,Parole,4JD,No
White - Non-Hispanic,2014,M,66.87,Felony - Enhancement to Original Penalty,Trafficking,Parole,3JD,No
Black - Non-Hispanic,2014,M,49.5,D Felony,Trafficking,Parole,5JD,No
White - Hispanic,2014,M,49.5,C Felony,Sex,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
Black - Non-Hispanic,2014,M,49.5,D Felony,Theft,Parole,4JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Burglary,Parole,1JD,Yes
White - Non-Hispanic,2014,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Theft,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,B Felony,Trafficking,Parole,1JD,Yes
White - Non-Hispanic,2014,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,8JD,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Forgery/Fraud,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Other Violent,Parole,4JD,No
White - Non-Hispanic,2014,M,49.5,B Felony,Trafficking,Parole,4JD,Yes
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Traffic,Parole,1JD,No
White - Non-Hispanic,2014,F,49.5,D Felony,Forgery/Fraud,Parole,4JD,Yes
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Drug Possession,Parole,2JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Theft,Parole,4JD,No
White - Non-Hispanic,2014,M,66.87,D Felony,OWI,N/A,N/A,No
Black - Non-Hispanic,2014,M,39.5,D Felony,Burglary,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Traffic,Parole,5JD,No
Black - Non-Hispanic,2014,M,49.5,D Felony,Burglary,Parole,2JD,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,2JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Sex,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,N/A,N/A,No
Black - Non-Hispanic,2014,M,49.5,D Felony,Other Public Order,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,2JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Burglary,Parole,8JD,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,OWI,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,B Felony,Sex,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2014,F,39.5,C Felony,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,66.87,D Felony,OWI,Parole,6JD,No
Black - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Traffic,Parole,5JD,Yes
Black - Non-Hispanic,2014,M,49.5,D Felony,OWI,Parole,5JD,Yes
Black - Non-Hispanic,2014,M,49.5,D Felony,OWI,N/A,N/A,No
White - Non-Hispanic,2014,F,49.5,Aggravated Misdemeanor,Theft,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,8JD,Yes
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,3JD,Yes
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,B Felony,Trafficking,Parole,8JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,Parole,5JD,No
White - Non-Hispanic,2014,M,66.87,D Felony,Trafficking,Parole,6JD,Yes
White - Non-Hispanic,2014,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,N/A,N/A,No
White - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,OWI,Parole,5JD,No
White - Non-Hispanic,2014,M,39.5,D Felony,Drug Possession,Parole,5JD,No
White - Non-Hispanic,2014,M,39.5,D Felony,Assault,Parole,5JD,Yes
Black - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Assault,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,D Felony,Trafficking,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,Aggravated Misdemeanor,Assault,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,B Felony,Murder/Manslaughter,Parole,2JD,No
White - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Alcohol,N/A,N/A,Yes
Asian or Pacific Islander - Non-Hispanic,2014,M,39.5,B Felony,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Theft,Parole,6JD,Yes
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,39.5,D Felony,Theft,Parole,2JD,Yes
White - Non-Hispanic,2014,F,49.5,Aggravated Misdemeanor,OWI,N/A,N/A,No
White - Non-Hispanic,2014,F,49.5,Aggravated Misdemeanor,Theft,Parole,2JD,No
White - Non-Hispanic,2014,M,39.5,C Felony,Assault,N/A,N/A,Yes
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,Yes
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Other Public Order,N/A,N/A,Yes
White - Non-Hispanic,2014,M,39.5,Aggravated Misdemeanor,Theft,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,D Felony,Burglary,Parole,6JD,Yes
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Other Criminal,N/A,N/A,Yes
White - Non-Hispanic,2014,M,39.5,D Felony,Assault,Parole,8JD,No
Black - Non-Hispanic,2014,M,66.87,D Felony,OWI,Parole,1JD,Yes
White - Non-Hispanic,2014,M,39.5,Aggravated Misdemeanor,Other Public Order,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Burglary,Parole,2JD,Yes
White - Non-Hispanic,2014,M,66.87,B Felony,Murder/Manslaughter,Parole,2JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,Parole,1JD,No
White - Non-Hispanic,2014,F,49.5,D Felony,OWI,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Burglary,Parole,2JD,Yes
American Indian or Alaska Native - Non-Hispanic,2014,F,49.5,D Felony,OWI,Parole,3JD,No
White - Non-Hispanic,2014,M,49.5,B Felony,Other Criminal,Parole,4JD,Yes
White - Non-Hispanic,2014,F,49.5,C Felony,Trafficking,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,3JD,No
Black - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
White - Non-Hispanic,2014,M,66.87,D Felony,OWI,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,D Felony,Trafficking,Parole,6JD,No
Black - Non-Hispanic,2014,M,39.5,B Felony,Murder/Manslaughter,Parole,1JD,No
White - Non-Hispanic,2014,F,49.5,D Felony,Other Drug,N/A,N/A,No
White - Non-Hispanic,2014,M,66.87,B Felony,Trafficking,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,Yes
White - Non-Hispanic,2014,F,49.5,D Felony,OWI,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,2JD,Yes
Black - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,OWI,Parole,1JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Sex,Parole,3JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Forgery/Fraud,N/A,N/A,Yes
White - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,Yes
White - Hispanic,2014,F,39.5,C Felony,Trafficking,Parole,7JD,No
American Indian or Alaska Native - Non-Hispanic,2014,M,39.5,B Felony,Trafficking,Parole,5JD,Yes
American Indian or Alaska Native - Non-Hispanic,2014,F,66.87,Aggravated Misdemeanor,Alcohol,Parole,3JD,No
American Indian or Alaska Native - Non-Hispanic,2014,F,66.87,Aggravated Misdemeanor,Alcohol,N/A,N/A,No
Black - Non-Hispanic,2014,M,39.5,Aggravated Misdemeanor,Theft,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,B Felony,Murder/Manslaughter,Parole,3JD,No
Black - Non-Hispanic,2014,M,66.87,D Felony,OWI,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,B Felony,Trafficking,Parole,1JD,No
White - Non-Hispanic,2014,M,39.5,C Felony,Trafficking,Parole,8JD,No
White - Non-Hispanic,2014,M,66.87,D Felony,OWI,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,Parole,8JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,OWI,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,Yes
White - Non-Hispanic,2014,M,66.87,C Felony,Trafficking,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,Parole,3JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,OWI,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,D Felony,Trafficking,Parole,3JD,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Alcohol,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,C Felony,Trafficking,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,D Felony,OWI,Parole,3JD,Yes
White - Non-Hispanic,2014,M,39.5,D Felony,Assault,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,B Felony,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,39.5,D Felony,Trafficking,Parole,6JD,No
White - Non-Hispanic,2014,M,49.5,B Felony,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,F,39.5,B Felony,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Weapons,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Forgery/Fraud,N/A,N/A,Yes
Black - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,Parole,1JD,Yes
Black - Non-Hispanic,2014,M,66.87,D Felony,Assault,Parole,1JD,Yes
White - Non-Hispanic,2014,M,66.87,D Felony,Trafficking,Parole,3JD,No
White - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
Asian or Pacific Islander - Non-Hispanic,2014,M,39.5,B Felony,Trafficking,Parole,5JD,Yes
White - Non-Hispanic,2014,M,39.5,Aggravated Misdemeanor,Theft,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,OWI,Parole,5JD,No
White - Non-Hispanic,2014,F,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,Yes
White - Non-Hispanic,2014,M,39.5,C Felony,Trafficking,Parole,4JD,Yes
Black - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,1JD,No
Black - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,Yes
White - Non-Hispanic,2014,F,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,Yes
White - Non-Hispanic,2014,M,39.5,B Felony,Trafficking,Parole,1JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,OWI,Parole,8JD,No
White - Non-Hispanic,2014,F,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,Parole,3JD,Yes
White - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Alcohol,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,Aggravated Misdemeanor,Assault,N/A,N/A,No
White - Non-Hispanic,2014,M,66.87,D Felony,OWI,Parole,2JD,No
Black - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Theft,N/A,N/A,No
Black - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,Yes
White - Non-Hispanic,2014,M,49.5,C Felony,Theft,N/A,N/A,Yes
Black - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Theft,N/A,N/A,No
Black - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Other Criminal,Parole,3JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Assault,Parole,7JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Murder/Manslaughter,Parole,1JD,No
White - Non-Hispanic,2014,M,66.87,D Felony,Forgery/Fraud,Parole,1JD,No
White - Non-Hispanic,2014,M,49.5,D Felony,Burglary,Parole,6JD,No
White - Non-Hispanic,2014,M,49.5,C Felony,Burglary,Parole,8JD,Yes
Black - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,1JD,Yes
White - Non-Hispanic,2014,M,49.5,D Felony,Drug Possession,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Aggravated Misdemeanor,Other Public Order,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,C Felony,Trafficking,N/A,N/A,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,No
White - Non-Hispanic,2014,M,39.5,Aggravated Misdemeanor,Theft,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,C Felony,Trafficking,N/A,N/A,No
White - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,Yes
Black - Non-Hispanic,2014,M,66.87,Aggravated Misdemeanor,Traffic,Parole,1JD,No
White - Non-Hispanic,2014,F,49.5,D Felony,Forgery/Fraud,Parole,1JD,No
White - Non-Hispanic,2014,M,39.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,2JD,Yes
Black - Non-Hispanic,2014,M,49.5,Felony - Enhancement to Original Penalty,Other Criminal,Parole,5JD,No
White - Non-Hispanic,2014,M,39.5,D Felony,Drug Possession,Parole,1JD,Yes
White - Non-Hispanic,2014,M,39.5,D Felony,Drug Possession,Parole,1JD,No
White - Non-Hispanic,2014,M,39.5,B Felony,Other Criminal,Parole,1JD,No
White - Non-Hispanic,2014,M,66.87,Felony - Enhancement to Original Penalty,Other Criminal,Parole,3JD,No
White - Non-Hispanic,2014,F,49.5,D Felony,Assault,Parole,2JD,No
White - Non-Hispanic,2014,M,39.5,B Felony,Trafficking,Parole,4JD,No
White - Non-Hispanic,2014,M,49.5,C Felony,Theft,Parole,2JD,No
White - Non-Hispanic,2014,M,66.87,C Felony,Trafficking,Parole,8JD,No
White - Non-Hispanic,2014,M,66.87,C Felony,Trafficking,Parole,5JD,Yes
White - Non-Hispanic,2014,M,39.5,D Felony,Forgery/Fraud,Parole,2JD,Yes
White - Non-Hispanic,2014,M,39.5,D Felony,Traffic,Parole,8JD,No
Black - Non-Hispanic,2014,F,49.5,Aggravated Misdemeanor,Assault,N/A,N/A,No
