Fiscal Year Released,Sex,Age At Release,Convicting Offense Classification,Convicting Offense Subtype,Release Type,Main Supervising District,Recidivism Likelihood,Number American Indian or Alaska Native - Non-Hispanic,Number Asian or Pacific Islander - Non-Hispanic,Number Black - Non-Hispanic,Number White - Hispanic,Number White - Non-Hispanic
2014,M,25-34,Aggravated Misdemeanor,Other Public Order,N/A,N/A,0.3333333333333333,0,0,2,0,1
2014,F,25-34,C Felony,Assault,Parole,5JD,0.0,0,0,1,0,1
2014,M,35-44,D Felony,Other Public Order,Parole,3JD,1.0,0,0,0,0,1
2014,M,Under 25,D Felony,Forgery/Fraud,Parole,2JD,0.5,0,0,0,1,1
2014,M,25-34,D Felony,Other Public Order,N/A,N/A,0.125,1,0,2,0,5
2014,F,25-34,D Felony,OWI,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Burglary,Parole,2JD,1.0,0,0,1,0,2
2014,F,45-54,Aggravated Misdemeanor,Forgery/Fraud,N/A,N/A,0.0,0,0,1,0,0
2014,M,Under 25,D Felony,Other Criminal,Parole,5JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Trafficking,Parole,5JD,0.5384615384615384,0,0,5,1,7
2014,M,25-34,D Felony,Burglary,Parole,8JD,0.5,0,0,0,0,8
2014,M,Under 25,C Felony,Trafficking,Parole,2JD,1.0,0,0,2,0,3
2014,F,25-34,B Felony,Other Criminal,Parole,1JD,1.0,0,0,0,0,1
2014,F,25-34,D Felony,Trafficking,Parole,5JD,0.0,0,0,0,0,3
2014,M,Under 25,Aggravated Misdemeanor,Sex,N/A,N/A,0.8333333333333334,1,0,0,1,4
2014,M,Under 25,D Felony,Theft,Parole,7JD,0.5,0,0,1,0,1
2014,F,Under 25,Aggravated Misdemeanor,Theft,N/A,N/A,0.5,0,0,1,0,1
2014,F,Under 25,D Felony,Murder/Manslaughter,Parole,7JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,OWI,Parole,5JD,0.0,0,0,0,0,3
2014,F,25-34,D Felony,Forgery/Fraud,Parole,2JD,0.6666666666666666,0,0,2,0,4
2014,M,25-34,D Felony,Other Public Order,Parole,6JD,0.5,0,0,0,0,2
2014,M,Under 25,D Felony,Assault,N/A,N/A,0.4117647058823529,0,0,7,2,8
2014,F,45-54,D Felony,Theft,Parole,4JD,1.0,0,0,0,0,1
2014,M,Under 25,C Felony,Murder/Manslaughter,N/A,N/A,0.0,0,1,0,0,0
2014,M,Under 25,D Felony,Burglary,Parole,6JD,0.6,0,0,0,0,5
2014,M,Under 25,D Felony,Sex,Parole,5JD,1.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Assault,Parole,8JD,1.0,0,0,0,1,1
2014,F,35-44,C Felony,Trafficking,Parole,8JD,0.0,0,0,0,0,3
2014,M,Under 25,Felony - Enhancement to Original Penalty,Trafficking,Parole,5JD,1.0,0,0,1,0,0
2014,F,35-44,Aggravated Misdemeanor,Assault,Parole,3JD,0.0,0,0,0,0,1
2014,F,55 and Older,B Felony,Murder/Manslaughter,Parole,5JD,0.0,0,0,0,0,1
2014,M,45-54,D Felony,Assault,Parole,3JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Theft,Parole,2JD,0.5,0,1,1,0,2
2014,M,25-34,Aggravated Misdemeanor,OWI,Parole,3JD,0.0,0,0,0,0,1
2014,F,25-34,C Felony,Trafficking,N/A,N/A,0.25,0,0,0,1,3
2014,M,25-34,C Felony,Arson,Parole,2JD,1.0,0,0,0,0,1
2014,M,Under 25,D Felony,Assault,Parole,7JD,0.2,0,0,3,0,2
2014,M,Under 25,D Felony,Other Public Order,N/A,N/A,0.5,0,0,0,0,2
2014,M,Under 25,Aggravated Misdemeanor,Forgery/Fraud,N/A,N/A,0.125,0,0,1,0,7
2014,F,25-34,B Felony,Trafficking,Parole,1JD,1.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Drug Possession,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,OWI,Parole,5JD,0.5,0,0,0,0,4
2014,M,Under 25,C Felony,Assault,N/A,N/A,0.6666666666666666,0,0,2,0,1
2014,M,25-34,D Felony,OWI,Parole,1JD,0.2727272727272727,0,0,2,0,9
2014,F,Under 25,D Felony,Weapons,Parole,1JD,1.0,0,0,0,0,1
2014,F,25-34,C Felony,Trafficking,Parole,3JD,1.0,0,0,0,0,3
2014,M,Under 25,C Felony,Trafficking,Parole,3JD,0.8,1,0,0,1,3
2014,F,25-34,C Felony,Murder/Manslaughter,Parole,1JD,0.0,0,0,0,0,1
2014,F,35-44,D Felony,Theft,N/A,N/A,0.0,0,0,0,0,3
2014,M,Under 25,D Felony,Trafficking,Parole,3JD,0.5,0,0,0,0,2
2014,M,Under 25,Aggravated Misdemeanor,Theft,Parole,3JD,0.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Weapons,N/A,N/A,0.25,0,0,1,1,2
2014,M,25-34,D Felony,Trafficking,Parole,8JD,0.3333333333333333,1,0,2,0,3
2014,M,25-34,C Felony,Robbery,Parole,7JD,1.0,0,0,0,0,1
2014,F,25-34,C Felony,Theft,N/A,N/A,1.0,0,0,0,0,1
2014,F,Under 25,D Felony,Drug Possession,Parole,5JD,1.0,0,0,0,0,1
2014,F,35-44,B Felony,Trafficking,N/A,N/A,0.0,0,0,0,0,1
2014,M,Under 25,C Felony,Trafficking,Parole,1JD,0.875,0,0,4,0,4
2014,F,25-34,C Felony,Other Drug,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Other Violent,Parole,7JD,1.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Drug Possession,N/A,N/A,0.0,0,0,0,0,3
2014,M,Under 25,D Felony,Drug Possession,N/A,N/A,1.0,0,0,0,1,1
2014,F,25-34,C Felony,Trafficking,Parole,8JD,0.5555555555555556,0,0,0,0,9
2014,F,35-44,Aggravated Misdemeanor,Theft,Parole,2JD,1.0,0,0,0,0,2
2014,M,Under 25,C Felony,Assault,Parole,1JD,0.6,0,0,4,0,1
2014,M,25-34,Aggravated Misdemeanor,Other Violent,Parole,5JD,1.0,0,0,0,0,1
2014,M,25-34,B Felony,Trafficking,Parole,8JD,0.5,0,0,1,0,3
2014,M,25-34,Aggravated Misdemeanor,Assault,Parole,8JD,0.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Traffic,N/A,N/A,0.0,0,0,0,0,2
2014,F,25-34,D Felony,Theft,N/A,N/A,0.0,0,0,1,0,3
2014,M,Under 25,B Felony,Trafficking,Parole,5JD,1.0,0,0,1,1,0
2014,M,Under 25,D Felony,Other Drug,N/A,N/A,1.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Theft,Parole,5JD,0.25,0,0,1,0,3
2014,M,55 and Older,Felony - Enhancement to Original Penalty,Trafficking,Parole,4JD,0.0,0,0,0,0,1
2014,F,25-34,C Felony,Trafficking,Parole,1JD,0.5,0,0,0,0,4
2014,M,35-44,Felony - Enhancement to Original Penalty,Trafficking,Parole,6JD,1.0,0,0,0,0,2
2014,F,Under 25,Aggravated Misdemeanor,Theft,Parole,5JD,0.0,0,0,0,0,1
2014,F,25-34,C Felony,Trafficking,Parole,7JD,1.0,0,0,0,0,1
2014,F,25-34,D Felony,Forgery/Fraud,Parole,4JD,0.0,0,0,0,0,1
2014,M,55 and Older,Felony - Enhancement to Original Penalty,Trafficking,N/A,N/A,0.0,0,0,1,0,0
2014,M,Under 25,D Felony,Forgery/Fraud,Parole,6JD,1.0,0,0,0,0,1
2014,F,45-54,B Felony,Other Criminal,N/A,N/A,1.0,0,0,0,0,1
2014,M,25-34,C Felony,Other Drug,N/A,N/A,0.5,0,0,0,0,2
2014,M,Under 25,D Felony,Weapons,Parole,1JD,0.5,0,0,0,0,2
2014,M,25-34,D Felony,Vandalism,N/A,N/A,0.0,0,0,0,1,3
2014,M,Under 25,Aggravated Misdemeanor,Other Violent,Parole,1JD,1.0,0,0,1,0,0
2014,F,Under 25,D Felony,Forgery/Fraud,Parole,5JD,0.0,0,0,0,0,3
2014,M,25-34,B Felony,Arson,Parole,5JD,1.0,0,0,0,0,1
2014,M,Under 25,C Felony,Trafficking,Parole,5JD,0.4444444444444444,1,0,3,2,3
2014,M,25-34,C Felony,Sex,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Vandalism,Parole,3JD,1.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Theft,N/A,N/A,0.0,0,0,2,0,3
2014,F,25-34,D Felony,Forgery/Fraud,N/A,N/A,0.0,0,0,1,0,4
2014,F,Under 25,C Felony,Other Violent,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Alcohol,N/A,N/A,0.3333333333333333,0,0,3,0,6
2014,M,25-34,D Felony,Theft,Parole,3JD,0.0,0,0,0,0,1
2014,F,Under 25,D Felony,Vandalism,N/A,N/A,0.0,0,0,0,1,1
2014,M,25-34,D Felony,Forgery/Fraud,Parole,1JD,0.2,0,0,2,0,3
2014,F,35-44,C Felony,Robbery,Parole,2JD,0.0,0,0,1,0,0
2014,F,25-34,Aggravated Misdemeanor,Assault,N/A,N/A,0.3333333333333333,1,0,1,0,4
2014,M,Under 25,D Felony,Assault,Parole,4JD,0.0,0,0,0,0,1
2014,F,25-34,D Felony,Trafficking,N/A,N/A,0.0,0,0,2,0,0
2014,M,25-34,D Felony,Trafficking,Parole,4JD,0.0,0,0,0,0,4
2014,M,Under 25,C Felony,Burglary,Parole,8JD,1.0,0,0,0,0,2
2014,M,Under 25,D Felony,Sex,N/A,N/A,0.5,0,0,1,0,7
2014,M,25-34,D Felony,Traffic,Parole,8JD,0.0,0,0,1,0,0
2014,M,Under 25,D Felony,Forgery/Fraud,Parole,5JD,0.6666666666666666,0,0,1,0,5
2014,M,Under 25,D Felony,Trafficking,Parole,8JD,0.25,0,0,0,0,4
2014,F,Under 25,Aggravated Misdemeanor,OWI,Parole,5JD,1.0,0,0,0,0,2
2014,M,Under 25,C Felony,Other Violent,Parole,5JD,0.3333333333333333,0,0,1,0,2
2014,M,25-34,B Felony,Other Criminal,Parole,2JD,0.0,0,0,1,0,0
2014,F,25-34,C Felony,Burglary,Parole,4JD,1.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Other Violent,N/A,N/A,0.0,0,0,2,1,3
2014,F,25-34,C Felony,Burglary,N/A,N/A,0.0,0,0,1,0,0
2014,M,Under 25,D Felony,Other Criminal,Parole,6JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Drug Possession,Parole,2JD,0.6,0,0,0,0,5
2014,M,Under 25,C Felony,Other Violent,Parole,7JD,1.0,0,0,0,0,1
2014,M,35-44,D Felony,Trafficking,Parole,4JD,1.0,0,0,0,0,2
2014,F,25-34,Aggravated Misdemeanor,Traffic,N/A,N/A,0.0,0,0,0,0,3
2014,M,25-34,C Felony,Burglary,Parole,8JD,0.0,0,0,0,0,3
2014,M,55 and Older,Aggravated Misdemeanor,Other Criminal,N/A,N/A,0.0,0,0,0,0,7
2014,M,25-34,Aggravated Misdemeanor,Burglary,Parole,4JD,0.0,0,0,0,0,1
2014,M,25-34,B Felony,Other Violent,Parole,7JD,0.0,0,0,1,1,0
2014,F,25-34,C Felony,Theft,Parole,8JD,1.0,0,0,0,0,1
2014,M,25-34,C Felony,Other Violent,Parole,5JD,0.8,1,0,3,0,1
2014,M,Under 25,Aggravated Misdemeanor,Assault,Parole,5JD,0.6666666666666666,0,0,1,0,8
2014,M,Under 25,Aggravated Misdemeanor,Other Public Order,N/A,N/A,0.4,0,0,1,0,4
2014,F,Under 25,C Felony,Burglary,N/A,N/A,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Forgery/Fraud,Parole,1JD,0.6666666666666666,0,0,1,0,5
2014,F,Under 25,D Felony,Trafficking,Parole,7JD,0.0,1,0,0,0,0
2014,M,25-34,D Felony,Other Criminal,N/A,N/A,0.15,1,0,3,2,14
2014,M,35-44,Serious Misdemeanor,Alcohol,Parole,1JD,0.0,0,0,1,0,0
2014,M,Under 25,Aggravated Misdemeanor,Burglary,Parole,2JD,1.0,0,0,0,0,1
2014,F,25-34,D Felony,Other Criminal,Parole,5JD,0.0,0,0,0,1,0
2014,M,Under 25,D Felony,Forgery/Fraud,Parole,7JD,1.0,0,0,0,0,1
2014,F,35-44,C Felony,Murder/Manslaughter,Parole,7JD,1.0,0,0,0,0,2
2014,M,Under 25,D Felony,Forgery/Fraud,N/A,N/A,0.2857142857142857,0,0,3,0,4
2014,M,Under 25,C Felony,Robbery,Parole,5JD,0.0,0,0,0,0,1
2014,M,Under 25,B Felony,Other Violent,Parole,1JD,0.75,0,0,2,1,1
2014,M,25-34,C Felony,Burglary,Parole,5JD,0.5714285714285714,0,1,2,0,11
2014,F,Under 25,D Felony,Assault,Parole,1JD,0.0,0,0,1,0,0
2014,F,25-34,C Felony,Theft,Parole,4JD,1.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Theft,Parole,8JD,0.0,0,0,0,0,1
2014,M,35-44,D Felony,Weapons,N/A,N/A,0.0,0,0,1,0,1
2014,M,25-34,Aggravated Misdemeanor,Burglary,N/A,N/A,0.2222222222222222,0,0,0,0,9
2014,M,55 and Older,Felony - Enhancement to Original Penalty,Other Criminal,Parole,6JD,0.0,0,0,1,0,0
2014,M,35-44,Aggravated Misdemeanor,OWI,Parole,5JD,0.0,0,0,0,0,1
2014,M,Under 25,C Felony,Trafficking,Parole,7JD,0.25,0,0,1,1,2
2014,F,55 and Older,D Felony,Murder/Manslaughter,Parole,5JD,0.0,0,0,0,0,1
2014,M,55 and Older,Aggravated Misdemeanor,Theft,Parole,5JD,1.0,0,0,0,0,1
2014,M,25-34,D Felony,Other Violent,N/A,N/A,0.0,0,0,0,0,2
2014,M,Under 25,D Felony,Burglary,Parole,5JD,0.7777777777777778,0,0,1,0,8
2014,M,Under 25,D Felony,Assault,Parole,5JD,0.4,0,0,2,0,3
2014,F,35-44,C Felony,Theft,Parole,5JD,0.0,0,0,1,0,1
2014,F,25-34,D Felony,Burglary,Parole,7JD,1.0,0,0,0,0,1
2014,M,Under 25,D Felony,Theft,Parole,5JD,0.5,0,0,0,0,4
2014,M,25-34,D Felony,Arson,Parole,5JD,1.0,0,0,0,0,1
2014,M,25-34,D Felony,Traffic,Parole,5JD,0.4,0,0,0,2,3
2014,F,25-34,D Felony,Other Drug,Parole,3JD,0.5,0,0,0,0,2
2014,M,55 and Older,D Felony,Sex,Parole,7JD,0.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Burglary,Parole,3JD,0.0,1,0,0,0,0
2014,M,35-44,B Felony,Other Violent,N/A,N/A,0.0,0,0,1,0,1
2014,M,45-54,D Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2014,F,45-54,Aggravated Misdemeanor,Assault,Parole,3JD,0.0,1,0,0,0,0
2014,M,25-34,D Felony,Other Drug,Parole,1JD,0.0,0,0,1,0,1
2014,M,Under 25,D Felony,Other Drug,Parole,5JD,1.0,0,0,0,0,1
2014,M,25-34,D Felony,Trafficking,Parole,3JD,0.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Theft,Parole,2JD,0.6666666666666666,0,0,0,0,3
2014,M,Under 25,D Felony,Murder/Manslaughter,Parole,3JD,0.0,0,0,0,1,0
2014,M,Under 25,B Felony,Trafficking,Parole,7JD,0.0,0,0,1,0,0
2014,M,25-34,C Felony,Murder/Manslaughter,Parole,7JD,0.0,0,0,1,0,2
2014,M,Under 25,C Felony,Arson,Parole,1JD,1.0,0,0,0,0,1
2014,F,55 and Older,D Felony,Theft,Parole,1JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Trafficking,Parole,2JD,1.0,0,0,0,0,3
2014,M,Under 25,Aggravated Misdemeanor,Vandalism,N/A,N/A,0.0,0,1,0,0,1
2014,M,Under 25,D Felony,Traffic,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,Felony - Enhancement to Original Penalty,Trafficking,Parole,8JD,0.6666666666666666,0,0,1,0,2
2014,M,Under 25,D Felony,Arson,Parole,1JD,0.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Burglary,Parole,5JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Theft,Parole,8JD,0.5,0,0,0,0,2
2014,M,25-34,D Felony,Theft,Parole,4JD,1.0,0,0,0,0,2
2014,M,Under 25,D Felony,Vandalism,N/A,N/A,0.0,0,0,1,0,1
2014,M,Under 25,D Felony,Trafficking,Parole,1JD,0.3333333333333333,0,0,4,0,2
2014,F,25-34,D Felony,Drug Possession,Parole,5JD,1.0,0,1,1,0,1
2014,F,Under 25,D Felony,Forgery/Fraud,Parole,1JD,1.0,0,0,0,0,1
2014,F,Under 25,D Felony,Trafficking,Parole,8JD,1.0,0,0,0,0,1
2014,M,Under 25,D Felony,Assault,Parole,6JD,0.5,1,0,0,0,1
2014,F,35-44,D Felony,Theft,Parole,1JD,1.0,0,0,1,0,0
2014,M,Under 25,C Felony,Theft,Parole,4JD,1.0,0,0,0,0,2
2014,F,25-34,B Felony,Trafficking,N/A,N/A,0.0,0,0,0,0,1
2014,F,35-44,D Felony,Trafficking,Parole,8JD,1.0,0,0,0,0,1
2014,F,45-54,C Felony,Trafficking,Parole,8JD,0.0,0,0,0,0,2
2014,M,55 and Older,C Felony,Burglary,Parole,5JD,0.0,0,0,1,0,1
2014,M,Under 25,Felony - Enhancement to Original Penalty,Trafficking,Parole,1JD,1.0,0,0,2,0,0
2014,F,25-34,D Felony,Burglary,Parole,1JD,1.0,0,0,0,0,2
2014,M,25-34,C Felony,Assault,Parole,1JD,0.0,0,0,1,0,1
2014,F,Under 25,C Felony,Assault,Parole,7JD,0.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,OWI,Parole,5JD,0.0,0,0,0,0,1
2014,F,25-34,C Felony,Robbery,Parole,6JD,0.0,0,0,0,0,1
2014,F,Under 25,C Felony,Trafficking,Parole,3JD,0.3333333333333333,0,0,1,0,2
2014,F,35-44,D Felony,OWI,Parole,8JD,1.0,0,0,0,0,1
2014,M,25-34,D Felony,Assault,Parole,7JD,0.3333333333333333,0,0,1,0,2
2014,F,55 and Older,D Felony,OWI,Parole,3JD,0.0,0,0,0,0,1
2014,M,45-54,Aggravated Misdemeanor,Drug Possession,N/A,N/A,0.0,0,0,1,0,0
2014,M,25-34,D Felony,Assault,Parole,6JD,0.0,0,0,0,0,1
2014,F,25-34,D Felony,Assault,Parole,5JD,1.0,0,0,0,0,1
2014,F,25-34,D Felony,Theft,Parole,3JD,1.0,1,0,0,0,0
2014,F,35-44,Aggravated Misdemeanor,Alcohol,Parole,1JD,1.0,0,0,0,0,1
2014,F,25-34,D Felony,Forgery/Fraud,Parole,8JD,0.3333333333333333,0,0,0,0,3
2014,M,Under 25,C Felony,Arson,Parole,7JD,0.3333333333333333,0,0,0,1,2
2014,F,55 and Older,C Felony,Sex,Parole,8JD,0.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Traffic,Parole,5JD,0.5,0,0,1,0,3
2014,F,25-34,D Felony,Drug Possession,Parole,3JD,0.0,0,0,0,0,1
2014,M,45-54,D Felony,Theft,Parole,7JD,0.5,0,0,0,0,2
2014,F,35-44,D Felony,Theft,Parole,4JD,1.0,0,0,0,0,1
2014,F,25-34,D Felony,Traffic,Parole,5JD,0.0,0,0,0,0,1
2014,F,25-34,B Felony,Trafficking,Parole,5JD,0.5,0,0,0,0,2
2014,M,25-34,D Felony,Burglary,Parole,4JD,0.0,0,0,0,0,3
2014,F,Under 25,C Felony,Theft,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Other Public Order,Parole,5JD,0.5,0,0,0,0,2
2014,F,35-44,Aggravated Misdemeanor,Theft,Parole,6JD,0.5,0,0,0,0,2
2014,M,25-34,C Felony,Other Violent,Parole,1JD,0.5,0,0,2,0,0
2014,M,25-34,C Felony,Theft,Parole,6JD,0.6666666666666666,0,0,1,0,2
2014,M,25-34,Aggravated Misdemeanor,OWI,Parole,1JD,0.5,0,1,0,0,3
2014,M,Under 25,D Felony,Other Public Order,Parole,8JD,0.0,0,0,0,0,2
2014,F,25-34,D Felony,Other Public Order,N/A,N/A,0.0,0,0,0,0,1
2014,F,25-34,Aggravated Misdemeanor,Theft,Parole,1JD,0.0,0,0,2,0,1
2014,F,Under 25,C Felony,Trafficking,Parole,5JD,0.5,0,0,1,0,3
2014,M,25-34,D Felony,Other Public Order,Parole,7JD,0.0,0,0,0,1,0
2014,M,Under 25,Serious Misdemeanor,Drug Possession,N/A,N/A,0.0,0,0,0,0,3
2014,M,Under 25,Aggravated Misdemeanor,Theft,Parole,4JD,0.0,0,0,0,0,1
2014,M,25-34,B Felony,Other Criminal,Parole,4JD,0.5,0,0,0,0,2
2014,M,Under 25,C Felony,Burglary,Parole,2JD,0.6666666666666666,0,0,2,0,1
2014,M,Under 25,D Felony,Weapons,Parole,5JD,0.5,0,0,1,1,0
2014,F,55 and Older,C Felony,Trafficking,Parole,1JD,0.0,0,0,0,0,1
2014,M,35-44,D Felony,Other Drug,Parole,5JD,1.0,0,0,1,0,0
2014,M,25-34,C Felony,Burglary,Parole,3JD,0.5,0,0,1,0,1
2014,F,Under 25,C Felony,Other Violent,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Vandalism,Parole,5JD,0.0,0,0,0,0,2
2014,M,25-34,B Felony,Murder/Manslaughter,Parole,1JD,0.0,0,0,0,0,1
2014,F,Under 25,C Felony,Trafficking,Parole,4JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Traffic,Parole,2JD,1.0,0,0,1,0,0
2014,F,25-34,B Felony,Other Criminal,Parole,7JD,0.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,OWI,N/A,N/A,0.0,1,0,1,0,1
2014,M,Under 25,Aggravated Misdemeanor,Theft,Parole,2JD,1.0,0,0,1,0,1
2014,M,25-34,Serious Misdemeanor,Assault,N/A,N/A,0.0,0,0,2,1,0
2014,M,25-34,D Felony,Drug Possession,Parole,1JD,0.6666666666666666,0,0,0,0,3
2014,M,25-34,C Felony,Robbery,Parole,5JD,0.0,0,0,2,0,1
2014,M,Under 25,C Felony,Trafficking,Parole,4JD,1.0,0,0,0,1,0
2014,M,Under 25,Aggravated Misdemeanor,Alcohol,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Other Violent,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Theft,Parole,7JD,1.0,0,0,0,0,1
2014,F,45-54,D Felony,Assault,Parole,5JD,1.0,0,0,1,0,0
2014,M,25-34,C Felony,Assault,Parole,6JD,0.0,0,0,2,0,2
2014,F,55 and Older,C Felony,Theft,Parole,5JD,0.0,1,0,0,0,0
2014,M,Under 25,D Felony,Theft,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,D Felony,Assault,Parole,3JD,0.3333333333333333,0,0,2,0,1
2014,F,35-44,D Felony,Forgery/Fraud,Parole,1JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Robbery,Parole,6JD,0.0,0,0,2,0,1
2014,M,Under 25,C Felony,Theft,Parole,5JD,0.75,0,0,2,0,2
2014,F,35-44,Felony - Enhancement to Original Penalty,Other Criminal,Parole,1JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Weapons,Parole,2JD,0.0,0,0,0,0,1
2014,M,35-44,D Felony,Murder/Manslaughter,N/A,N/A,0.0,0,0,0,0,1
2014,F,Under 25,D Felony,Assault,Parole,5JD,0.0,0,0,0,0,1
2014,M,35-44,C Felony,Arson,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Murder/Manslaughter,N/A,N/A,0.0,0,0,0,1,1
2014,F,Under 25,D Felony,Trafficking,Parole,2JD,0.0,0,0,0,0,1
2014,M,Under 25,Aggravated Misdemeanor,Alcohol,N/A,N/A,0.0,0,0,1,0,0
2014,M,35-44,D Felony,Theft,Parole,6JD,0.0,0,0,0,0,1
2014,F,35-44,B Felony,Murder/Manslaughter,Parole,5JD,0.0,0,0,0,1,0
2014,F,25-34,D Felony,Trafficking,Parole,1JD,1.0,0,0,1,0,0
2014,M,45-54,C Felony,Murder/Manslaughter,Parole,2JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Other Drug,Parole,6JD,1.0,0,0,0,0,1
2014,M,25-34,C Felony,Assault,Parole,8JD,0.0,0,0,1,0,1
2014,F,Under 25,D Felony,Trafficking,N/A,N/A,0.0,0,0,0,0,1
2014,M,25-34,Aggravated Misdemeanor,Forgery/Fraud,Parole,5JD,1.0,0,0,0,0,2
2014,M,Under 25,C Felony,Burglary,Parole,4JD,1.0,0,0,0,0,1
2014,F,45-54,D Felony,Trafficking,N/A,N/A,0.0,0,0,0,0,1
2014,F,25-34,Serious Misdemeanor,Assault,Parole,1JD,0.0,0,0,1,0,0
2014,M,Under 25,B Felony,Trafficking,Parole,1JD,0.6666666666666666,1,0,0,0,2
2014,M,25-34,B Felony,Trafficking,Parole,6JD,0.5,0,0,2,0,0
2014,M,45-54,D Felony,Murder/Manslaughter,N/A,N/A,0.0,0,0,0,1,0
2014,M,25-34,B Felony,Trafficking,Parole,7JD,0.5,0,0,1,0,1
2014,M,Under 25,D Felony,Murder/Manslaughter,N/A,N/A,0.0,0,0,1,0,1
2014,M,25-34,Aggravated Misdemeanor,Other Drug,N/A,N/A,0.0,0,0,0,1,0
2014,F,Under 25,Aggravated Misdemeanor,Traffic,Parole,1JD,0.0,0,0,0,0,1
2014,F,35-44,C Felony,Theft,N/A,N/A,0.0,0,0,0,0,1
2014,F,35-44,Aggravated Misdemeanor,Assault,Parole,2JD,0.0,0,0,0,1,0
2014,M,25-34,D Felony,Vandalism,Parole,2JD,0.0,0,0,0,0,1
2014,F,35-44,D Felony,Forgery/Fraud,Parole,2JD,0.0,0,0,0,0,2
2014,M,55 and Older,B Felony,Murder/Manslaughter,Parole,5JD,0.0,0,0,1,0,0
2014,M,35-44,C Felony,Burglary,Parole,4JD,0.0,0,0,0,0,2
2014,M,25-34,D Felony,OWI,Parole,8JD,0.6666666666666666,0,0,0,1,2
2014,M,25-34,D Felony,Forgery/Fraud,Parole,6JD,0.0,0,0,1,0,0
2014,F,25-34,C Felony,Trafficking,Parole,4JD,0.0,0,0,0,0,1
2014,M,Under 25,C Felony,Assault,Parole,5JD,0.5,0,0,2,1,1
2014,M,Under 25,D Felony,Sex,Parole,3JD,0.0,0,0,0,0,1
2014,F,55 and Older,C Felony,Trafficking,Parole,2JD,0.0,0,0,0,0,1
2014,M,Under 25,D Felony,Other Criminal,N/A,N/A,0.0,0,0,0,3,0
2014,M,25-34,Aggravated Misdemeanor,Assault,Parole,2JD,0.5,0,0,0,0,2
2014,F,Under 25,D Felony,Burglary,Parole,7JD,1.0,0,0,1,0,0
2014,M,25-34,D Felony,OWI,Parole,3JD,0.3333333333333333,1,0,0,1,1
2014,F,45-54,C Felony,Burglary,Parole,5JD,0.0,0,0,0,0,1
2014,M,25-34,C Felony,Theft,Parole,8JD,0.6666666666666666,0,0,1,0,2
2014,M,25-34,D Felony,Theft,Parole,6JD,0.0,0,0,0,0,2
2014,M,25-34,C Felony,Sex,Parole,8JD,0.0,0,0,0,0,3
2014,M,25-34,Aggravated Misdemeanor,Arson,N/A,N/A,1.0,0,0,0,0,1
2014,M,Under 25,D Felony,Other Criminal,Parole,1JD,1.0,0,0,0,0,1
2014,F,25-34,D Felony,Other Drug,N/A,N/A,0.0,0,0,0,0,1
